"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Early-demographic dividend","EAR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.71158866936031","4.93083181097304","4.69964787247455","4.83109198732151","4.79595351920604","4.76874148944386","4.70208435921769","4.6903084302962","4.64903983083986","4.98433061029175","4.79351273648053","4.79428077793672","4.88594714799451","4.97765555330585","4.96627792792357","5.1262500312273","5.04541582078077","4.88717144841296","4.70196288159932","4.63905797908164","5.03650167294251","5.04027712816574","","",
"East Asia & Pacific","EAS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1021689554299","6.13474542559606","6.10164405389198","6.20037368285772","6.17794114076114","6.13324455563249","5.93821904872835","5.72915005373572","5.88795162750722","6.39008150866711","6.26796565852435","6.69754200687306","6.75636272714112","6.51588422496339","6.51437392939914","6.50070273248176","6.58107808009872","6.54077751011494","6.55704616013111","6.73003078201219","6.95055644875402","6.76215802446293","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.90998520461928","5.19599527985233","5.43832903554227","5.31292760798855","5.06612505841362","5.05273189138054","5.0699619624186","5.01885029359077","5.06445696957043","5.62102064245056","5.10656976951731","4.866360922685","4.95619263112261","4.99226357446669","5.02508837658142","5.02884188462155","5.11773347267868","5.12526782433414","5.14703125453903","5.38403015270619","6.6244103265292","6.62940985822783","","",
"Europe & Central Asia","ECS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9974595146784","8.16185794982647","8.40994738351275","8.63157110491867","8.61310641402578","8.59680839854086","8.54694846381358","8.42051834434828","8.61534220360622","9.44799810653658","9.21252899288738","9.04917838788845","9.0445497118377","9.07782220241407","9.1834051837704","9.26523490985324","9.30932265586485","9.21986078300835","9.24199062259949","9.34356667558457","10.4981497307334","10.5297799652282","","",
"Ecuador","ECU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33441973","3.75668859","4.47671938","5.44398975","5.56991434","5.59754324","5.70635176","5.43095398","5.46596193","5.79984474","6.22109413","6.580935","6.86373377","6.88127422","6.83199883","7.60513353","7.41604376","7.53717899","7.82609653","7.77070522","8.35889626","8.28661728","","",
"Egypt, Arab Rep.","EGY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92244291","5.40030336","5.5107379","5.2242527","4.85732365","4.92229176","4.84190083","4.44493246","4.46634817","4.37870932","4.15319157","4.35707569","4.45891809","4.6710043","4.77415323","5.06153202","5.07462406","5.34661913","4.74892998","4.5994668","4.15384626","4.60955143","","",
"Euro area","EMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.63963947358564","8.738943503973","8.95475457299782","9.16280548023136","9.18948733587817","9.28740171926518","9.27860643446679","9.180959874194","9.47981621727727","10.2406838882124","10.2001359085682","10.0795030461302","10.1665483587095","10.2173570807427","10.252341273135","10.2185020907491","10.1889423022279","10.1589859045903","10.1490663926609","10.2310654773978","11.2362993640663","11.3213839600475","","",
"Eritrea","ERI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76670074","5.91931677","6.68857431","7.33703375","7.00984955","6.8641758","6.85727453","5.2786293","6.415205","5.38878489","4.83844233","5.16795397","3.7449646","4.97097206","4.02524328","4.45034695","3.6608541","3.98912001","4.12701797","4.58734369","4.15886974","4.15077114","","",
"Spain","ESP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7992177","6.76895761","6.80052757","7.56327057","7.65842772","7.73191786","7.82905865","7.9186573","8.38225937","9.10764122","9.11891174","9.1679697","9.15415382","9.06397724","9.08488464","9.12207508","8.94727325","8.94491291","8.99686718","9.1456852","10.74565983","10.74003887","","",
"Estonia","EST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.17029095","4.78060246","4.70329475","5.13883257","5.33758926","5.29536057","4.97390509","5.18455648","5.95724869","6.84477043","6.59433842","6.0781703","6.09506845","6.28062296","6.36199903","6.64135027","6.70240974","6.59727097","6.6912818","6.81699181","7.57906532","7.49057293","6.94306278","",
"Ethiopia","ETH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36504698","4.72316694","4.7126298","4.89970922","4.31281853","4.10098124","4.45757294","5.00128317","4.28063869","4.64983416","5.46637249","4.46897745","4.5395956","4.07506514","4.03365517","3.82316828","3.60033751","3.45336914","3.30371761","3.23382378","3.48096275","3.20824432","","",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43604709230637","8.55808458384136","8.78117572710098","8.99640281076734","9.00319966655184","9.07274648767714","9.04124009714989","8.92979234533803","9.20027882405041","9.95760483685975","9.89666766363742","9.83362151257065","9.92483058601337","9.98298488090158","10.0077266289228","9.9579458032239","9.94591032130725","9.897897818143","9.87423914844968","9.93673782782615","10.8723390888899","10.9503307456503","","",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.14214217074491","4.45710480393764","4.395748004592","5.01281767424955","4.7241368296459","4.46051920155767","4.36112575545375","4.32977572445332","4.02734483299646","4.32783297518259","4.09129523505124","4.13561278409364","4.16465365987584","4.28446076606141","4.22457955425053","4.45252803470825","4.77953212743448","4.74388309498031","4.44277411762907","4.37958375621358","4.86675342470283","5.16399368204229","","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09","7.25","7.63","7.94","8.06","8.29","8.28","8.08","8.34","9.16","9.14","9.22","9.59","9.81","9.78","9.65","9.38","9.13","9.05","9.17","9.63","10.25","","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42441177","2.90547299","2.98349524","2.97298193","3.25768542","3.25656676","3.34798193","3.41514993","3.18467116","3.53587627","3.41664124","3.14293504","3.2655499","3.20040679","3.36860466","3.32468939","3.27979708","3.18689561","4.10572624","4.25136137","4.76918268","5.38085365","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58447742","9.7056284","10.02218628","10.08283424","10.16429329","10.2148447","10.38566494","10.31564426","10.50084686","11.28756237","11.22560215","11.18497562","11.29740047","11.39603043","11.53937244","11.44817352","11.47060013","11.35469437","11.20798969","11.0888586","12.13096142","12.30787277","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76511145","8.45260048","7.89720392","9.57150459","12.02715683","17.73306656","10.74129105","11.0585041","11.99137974","12.55259323","13.10624504","13.09527397","12.27709675","12.10208416","11.72290421","12.46286297","13.13244915","12.1958313","11.65710258","11.2604599","10.84531593","10.96059132","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90186048","3.14902449","3.3248477","3.53258252","3.33045959","2.9324131","3.14333963","3.16288781","2.78980231","3.83571577","2.47556901","2.55771565","2.42097569","2.84087205","2.53282261","2.65743947","3.1076982","2.78068876","2.74500418","2.76836324","3.41300368","2.70633149","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.12928009","7.34416342","7.65009499","8.05579185","8.30715179","8.36301231","8.62893772","8.62399578","9.02561569","10.04505444","9.92673969","9.92486763","9.95296001","9.87251186","9.86246872","9.79776669","9.72899723","9.5958786","9.73079777","9.95761967","12.15863419","12.36469936","11.34454918","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19","7.17","7.81","8.03","8.09","8.08","7.63","7.44","8.44","9.57","9.07","8.01","8.05","7.88","7.9","7.42","8","7.06","7.11","6.66","8.43","8.42","7.37","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.790447","3.17077661","2.88721824","2.82690215","2.76365352","3.63137388","3.67091465","3.80248857","3.87511325","4.37879181","4.22398996","4.69264126","4.00799608","4.59225416","4.01644135","4.5429678","3.39035821","3.73087549","3.80673027","4.29847813","4.01752424","4.15176868","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74825478","4.89139318","5.36402321","4.78055525","4.78467607","4.04512262","3.61521959","3.46627593","3.26562262","3.58147597","3.42782617","3.78955102","3.50398517","3.46108699","4.787992","5.80919266","5.39694929","3.91512918","3.73843002","4.08876228","3.876436","3.75556707","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65441465","5.63960838","6.27723551","5.32621098","5.42000151","5.38602448","5.43720865","4.95501947","4.65938807","4.46430683","4.11944056","4.36967373","4.26872253","3.91374874","3.05234575","3.1761291","3.19523716","3.35449266","3.34384227","3.158566","3.72824287","3.18962693","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18953228","4.53104782","3.96902514","3.53315258","4.27734661","4.5516243","5.0809288","5.03941393","5.45864058","4.73428679","5.26704073","6.21634817","5.94134808","7.03943443","9.96897411","8.13228226","8.32881451","7.00049543","7.28130722","7.16052532","9.02139282","8.2233429","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10720015","1.20301282","2.74982452","1.82749987","1.45293343","1.29643106","1.29171956","1.30166054","1.11555648","1.76790214","1.62134683","1.42923808","1.51459265","1.64174569","1.75401485","2.34058356","2.8594172","2.74714279","2.85223937","3.16833544","3.89984655","3.40450907","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24332523","7.9878397","8.23377991","8.44915581","8.0939045","8.56466961","8.25866985","8.39808273","8.82774162","9.40688515","9.59662342","9.19330311","8.92415524","8.43796444","7.89141178","8.22004509","8.44874668","8.13515854","8.12024307","8.19811249","9.50363827","9.17298794","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35886383","5.62456989","6.17569733","5.28485727","5.36568451","5.14460278","5.11352158","5.23867893","5.386199","5.43471003","5.4188118","5.80423355","5.82235765","5.62652922","4.77353573","4.64675617","4.43910027","4.65701056","4.58373737","4.93189621","5.55900049","5.6984539","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39686108","6.07023716","6.01301289","6.15306854","6.26182795","6.14826393","6.36362219","6.1918335","6.08129978","6.33938646","6.1247797","5.96306896","6.07316971","5.77188921","5.8885684","6.00602007","6.07008219","6.13563824","6.10662699","6.17457819","6.46693325","6.9008255","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18737936","3.05506778","3.19353795","3.26884198","3.43770432","3.79409742","3.93144464","4.28126192","4.20242214","4.35117149","4.21897697","4.17213488","3.7081871","3.80231309","3.94755435","4.02264786","4.01842117","4.3191123","4.90492535","4.90331507","5.50584173","4.94385052","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.40799830213468","9.88690314882051","10.3131067605759","10.4973671248032","10.440073449972","10.4823213956738","10.5422702439334","10.5059758897167","10.6711205350243","11.6374107469269","11.535218504797","11.5443587304483","11.6659610541433","11.6761627807097","11.8540445607148","12.2466937607543","12.4116772733877","12.354810168217","12.2662548182054","12.4722387098905","13.8935129199146","13.2958304826637","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.26817989","5.92998314","6.2445755","6.89004707","6.85484362","7.50086403","7.86318684","8.08494949","8.60362625","8.99592495","8.72536373","8.79187012","8.65655136","8.47723007","7.91455746","7.4837904","7.709445","7.00668859","7.22820663","7.30497599","9.03509808","9.16101742","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91765012898928","4.25946982856195","4.45887102071158","4.65161511649633","4.76992728129797","4.82803607233323","4.97919063410667","5.0045056206369","4.83118752479515","5.18158128173652","5.02668891296658","5.00729257845958","4.86684020922891","4.95473526430508","4.8842275670239","4.98601054933017","4.92531582210249","4.79629930736191","4.64818773626588","4.74393811230163","4.92956361935408","4.93781832916035","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.65","7.17","6.14","6.3","6.5","6.84","6.91","7.41","7.65","8.08","7.99","7.66","7.68","6.43","6.61","6.69","6.73","6.66","6.75","6.8","7.72","8.1","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99165702","3.7502923","3.43250132","3.53695321","3.42928433","3.30554652","3.48013902","3.64734101","3.75722051","3.50277376","4.54871035","5.91197777","5.56462336","4.10524035","4.52035809","5.07518148","4.80760574","3.8199389","4.31650305","3.91107917","3.22171092","3.47919273","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78","6.83","7.12","8.12","7.76","7.98","7.78","7.2","7.09","7.22","7.45","7.48","7.41","7.23","7.05","6.85","6.99","6.74","6.58","6.28","7.29","7.38","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18265592026576","5.22459782865037","5.12193826734209","5.14497896885927","5.09086882296296","5.07457737157037","4.99835653957606","4.92018540272383","4.99059541286621","5.34586425051451","5.14228794658365","5.10059593159505","5.16253205946362","5.25184645815587","5.29401928114614","5.39028903411092","5.41507920222513","5.43283706836336","5.39155389340894","5.46606800906586","5.83003165755037","5.72449543033053","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03568735030194","5.08684360281211","4.98928090995889","5.04917823141138","4.99292322823137","4.98192367811053","4.91723660780168","4.84375282308376","4.89683616384284","5.22953295895628","5.03660863166461","5.01012379291562","5.0691835492929","5.16105586425759","5.19081257955611","5.28152253956436","5.30341282195019","5.32127563643194","5.26904740520576","5.33809627352462","5.6881313968083","5.61423302567219","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5191893681499","3.645787897589","3.68052122736725","4.09402658030646","4.00219258472633","4.0228073692517","4.08307869999489","4.01316746557812","3.87493685486321","3.97871456405997","3.84252585405439","3.80091414873545","3.81842874399785","3.96329912019011","3.89313375293519","3.95782627975493","3.91725245107561","3.84483014450085","3.67062724596862","3.6931859172704","3.90352434411578","4.10549616436906","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14403366125388","3.07411262249644","2.85152927784811","3.69641603251406","3.52994548508581","3.64469780271258","3.76155609313328","3.59509558593801","3.48032150738664","3.38995587901033","3.41510488993243","3.30230622394307","3.36283239277969","3.47575514738179","3.39401489240505","3.46965314592603","3.53148742815257","3.49162484027018","3.24722633135456","3.24243694389713","3.59292391299842","3.93997149821455","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85297656","2.11850214","1.98062706","2.24837184","2.12002277","2.53189397","2.61946416","2.82385564","2.54842305","2.62324095","2.7908783","2.98942471","2.91427088","2.86934805","2.96433568","2.92428517","3.02147198","2.90417194","2.86757827","2.87862897","3.42067289","3.70636249","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76116462148529","4.0125752727282","4.23031711352237","4.36313977504917","4.3430976110358","4.30449496004175","4.34189212434452","4.34332318223593","4.1787273187844","4.3865467593174","4.15411006508539","4.25893236031496","4.28287017165053","4.47396637474726","4.42014255309285","4.44579002621433","4.26277161583684","4.13175664612543","4.02272512781057","4.05661036096093","4.13285647499353","4.22828224975086","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03","4.26","4.24","4.01","3.96","3.79","3.63","3.52","3.51","3.49","3.27","3.25","3.33","3.75","3.62","3.6","3.5","2.94","2.86","2.95","3.34","3.28","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89902735","6.3924942","6.67263079","7.00761366","7.21972942","7.64242792","7.516469","7.80773783","9.12564754","10.52275658","10.52404499","10.60614967","10.59787655","10.27730751","9.51343918","7.33597517","7.46859169","7.12621927","6.49550152","6.7090106","7.1091466","6.71662664","6.07060957","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72250843","5.16087341","4.65182209","4.95589161","5.12801409","5.29996157","5.15990877","4.91188192","5.03990459","6.11493444","6.29153061","6.09787989","6.12235117","5.54722023","6.35239553","7.53311825","7.99202633","7.83454609","7.73915195","6.27398872","5.40149546","5.77013779","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99693584","3.90128636","3.01704645","2.49370432","3.2148056","3.06604242","3.77203989","3.23955345","2.80316377","2.69365859","2.80868459","2.78786659","3.15587044","4.58949184","4.04064989","4.12989378","4.25509405","6.17485046","5.24727583","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","8.75","9.4","9.73","9.33","8.95","8.56","8.35","8.34","8.78","8.36","8.2","8.18","8.18","8.23","8.07","8.1","8.26","8.38","8.58","9.61","9.73","8.57","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62","7.02","6.92","6.86","6.8","6.9","6.71","6.7","6.83","6.92","6.89","6.84","6.98","6.96","7.05","7.02","7.1","7.18","7.23","7.17","7.71","7.9","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.57","7.74","7.87","7.83","8.17","8.34","8.44","8.14","8.53","8.95","8.92","8.77","8.78","8.78","8.87","8.86","8.73","8.68","8.68","8.66","9.63","9.38","9","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.64462519","5.15652943","4.74544334","4.22014141","4.80435276","4.54581785","4.20788145","5.32057667","5.61143064","5.14654493","5.2951932","5.23845339","4.88512897","4.95443439","5.16564465","5.62470436","5.70102215","6.14859295","5.96798849","6.09761","6.62580395","7.18521214","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34367943","9.57236385","9.2786417","8.78901005","8.74670506","8.49441624","7.67925692","7.90982628","8.48880577","9.22396946","8.17025661","8.14807701","7.81799555","7.16592407","7.20892906","7.4609561","6.97644138","7.10953665","6.98295021","6.99518251","7.03820276","7.28875065","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.03","7.24","7.35","7.49","7.54","7.66","7.69","7.78","8.09","8.96","9.06","10.49","10.67","10.67","10.73","10.75","10.66","10.66","10.74","10.97","11","10.82","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16","3.47","3.61","3.72","3.98","3.9","3.4","2.7","3.05","3.5","2.74","2.6","3.04","2.66","2.97","3.04","3.42","3.05","2.82","2.79","3.75","3.92","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62714171","3.76578307","3.84691834","4.05870771","4.23645926","4.24245214","5.11269999","5.22106314","5.28900909","5.26973343","5.38849831","5.20212841","5.0180583","4.93100405","4.91267347","4.76439571","4.75429106","3.98597503","4.09903383","4.36874676","4.47622252","4.54763126","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41","4.28","4.59","5.82","6.2","7.45","8.31","6.93","6.53","6.9","6.95","7.11","8.51","8.19","7.36","7.15","6.41","6.19","5.01","4.49","5.26","5.44","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53804731","7.00522089","7.22556973","6.93705606","7.07894278","6.84559298","6.11889315","4.90875959","6.60109425","7.58330584","6.91169977","7.50353098","7.26115417","7.10386753","6.70157766","6.19431591","6.11648464","5.65125847","6.06630135","6.84972715","7.11156559","7.53223085","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.65","12.3","11.87","10.7","12.43","11.52","11.54","11.36","14.08","13.49","9.34","8.67","8.69","9.53","10.09","8.11","10.47","11.46","12.97","12.59","16.99","14.81","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79933786","4.39693737","4.45210552","4.75159693","4.49067402","4.72803831","4.98203421","4.79733467","5.30566025","5.28673744","5.2136941","5.1628871","5.00998354","5.04429483","4.74668789","5.11798382","5.42126036","5.26021719","4.89200258","5.18704271","5.65951824","6.1634655","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.85544181","4.29693604","4.0143261","4.28309107","4.26715517","4.54809093","4.84870243","4.95489931","5.24600267","5.65905666","5.81980991","5.91454506","6.0325017","6.15069818","6.40432453","6.58926058","6.87049913","7.04742336","7.49119806","8.17479515","8.3497715","9.33145523","9.72047997","",
